,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address
7846,Instituto de Banca y Comercio Inc,Barranquitas,"Carretera 719 Km. 1.5 Bo. Helechal, Centro Comercial Plaza",Barranquitas,PR,00794,6,"Private for-profit, 2-year",5165.0,6115.0,11280.0,0,0,1,0,"Instituto de Banca y Comercio Inc, Carretera 719 Km. 1.5 Bo. Helechal, Centro Comercial Plaza, Barranquitas, PR, 00794"
7847,Instituto de Banca y Comercio Inc,Humacao,"Carretera PR-908, Km. 1.0, Barrio Tejas",Humacao,PR,00791,6,"Private for-profit, 2-year",5165.0,6115.0,11280.0,0,0,1,0,"Instituto de Banca y Comercio Inc, Carretera PR-908, Km. 1.0, Barrio Tejas, Humacao, PR, 00791"
7848,Instituto de Banca y Comercio Inc,Aguadilla,Carretera #2 Km 121.1 Bo. Caimital Alto,Aguadilla,PR,00603,6,"Private for-profit, 2-year",5165.0,6115.0,11280.0,0,0,1,0,"Instituto de Banca y Comercio Inc, Carretera #2 Km 121.1 Bo. Caimital Alto, Aguadilla, PR, 00603"
7909,College of Micronesia-FSM,National Campus,"P.O. Box 159, Kolonia",Pohnpei,FM,969410159,4,"Public, 2-year",872.0,1218.0,2090.0,0,0,0,4,"College of Micronesia-FSM, P.O. Box 159, Kolonia, Pohnpei, FM, 969410159"
7912,College of Micronesia-FSM,Yap Campus,PO BOX 286 COLONIA,Colonia,FM,969430286,4,"Public, 2-year",872.0,1218.0,2090.0,0,0,0,1,"College of Micronesia-FSM, PO BOX 286 COLONIA, Colonia, FM, 969430286"
7930,Purdue University-Main Campus,Main Campus,1801 NEWMAN ROAD,WEST LAFAYETTE,IN,479071076,1,"Public, 4-year or above",24092.0,17421.0,41513.0,18,12,2,4,"Purdue University-Main Campus, 1801 NEWMAN ROAD, WEST LAFAYETTE, IN, 479071076"
7933,Purdue University-Main Campus,New Albany Campus,3000 Technology Ave.,New Albany,IN,47150,1,"Public, 4-year or above",24092.0,17421.0,41513.0,1,0,0,0,"Purdue University-Main Campus, 3000 Technology Ave., New Albany, IN, 47150"
7934,Purdue University-Main Campus,South Bend Campus,1733 Northside Boulevard,South Bend,IN,466347111,1,"Public, 4-year or above",24092.0,17421.0,41513.0,2,0,0,1,"Purdue University-Main Campus, 1733 Northside Boulevard, South Bend, IN, 466347111"
7935,Purdue University-Main Campus,Vincennes Campus,1002 North First St.,Vincennes,IN,47591,1,"Public, 4-year or above",24092.0,17421.0,41513.0,0,1,0,4,"Purdue University-Main Campus, 1002 North First St., Vincennes, IN, 47591"
7966,Antioch University-Seattle,Main Campus,2326 Sixth Avenue,Seattle,WA,981211814,2,"Private nonprofit, 4-year or above",92.0,476.0,568.0,0,0,1,0,"Antioch University-Seattle, 2326 Sixth Avenue, Seattle, WA, 981211814"
8059,Dorsey Business Schools-Roseville,Dorsey School of Business - Roseville,31542 GRATIOT Avenue,ROSEVILLE,MI,48066,9,"Private for-profit, less-than 2-year",33.0,356.0,389.0,0,0,0,1,"Dorsey Business Schools-Roseville, 31542 GRATIOT Avenue, ROSEVILLE, MI, 48066"
8147,Paradise Valley Community College,Main Campus,18401 N 32ND ST,PHOENIX,AZ,85032,4,"Public, 2-year",3643.0,4750.0,8393.0,0,0,1,1,"Paradise Valley Community College, 18401 N 32ND ST, PHOENIX, AZ, 85032"
8148,Paradise Valley Community College,Black Mountain Campus,34250 N. 60th Street,Scottsdale,AZ,85266,4,"Public, 2-year",3643.0,4750.0,8393.0,0,1,0,0,"Paradise Valley Community College, 34250 N. 60th Street, Scottsdale, AZ, 85266"
8149,Chandler-Gilbert Community College,Chandler-Gilbert Community College - Pecos Campus,2626 E PECOS RD,CHANDLER,AZ,852252499,4,"Public, 2-year",6906.0,7724.0,14630.0,0,1,0,0,"Chandler-Gilbert Community College, 2626 E PECOS RD, CHANDLER, AZ, 852252499"
8150,Chandler-Gilbert Community College,CGCC/Williams Campus,7360 E. Tahoe Ave.,Mesa,AZ,852120908,4,"Public, 2-year",6906.0,7724.0,14630.0,1,1,0,0,"Chandler-Gilbert Community College, 7360 E. Tahoe Ave., Mesa, AZ, 852120908"
8189,Universal Technical Institute of Illinois Inc,"UNIVERSAL TECHNICAL INSTITUTE OF ILLINOIS, INC.",2611 CORPORATE WEST DRIVE,LISLE,IL,60532,6,"Private for-profit, 2-year",1145.0,39.0,1184.0,0,1,0,0,"Universal Technical Institute of Illinois Inc, 2611 CORPORATE WEST DRIVE, LISLE, IL, 60532"
8225,McNally Smith College of Music,Main Campus,19 Exchange St E,Saint Paul,MN,551012220,3,"Private for-profit, 4-year or above",262.0,114.0,376.0,0,0,2,0,"McNally Smith College of Music, 19 Exchange St E, Saint Paul, MN, 551012220"
8293,Sunstate Academy,Clearwater Campus,2525 Drew St,CLEARWATER,FL,337652702,9,"Private for-profit, less-than 2-year",45.0,218.0,263.0,0,0,1,0,"Sunstate Academy, 2525 Drew St, CLEARWATER, FL, 337652702"
8351,University of Cosmetology Arts & Sciences-San Antonio Jamar,University of Cosmetology Arts and Sciences,910 SE Military Suite 100,San Antonio,TX,78226,9,"Private for-profit, less-than 2-year",2.0,24.0,26.0,0,0,1,0,"University of Cosmetology Arts & Sciences-San Antonio Jamar, 910 SE Military Suite 100, San Antonio, TX, 78226"
8412,Miller-Motte Technical College-Clarksville,Main Campus,1820 BUSINESS PARK DR,CLARKSVILLE,TN,37040,6,"Private for-profit, 2-year",134.0,282.0,416.0,0,0,1,0,"Miller-Motte Technical College-Clarksville, 1820 BUSINESS PARK DR, CLARKSVILLE, TN, 37040"
8434,Antonelli College-Hattiesburg,ANTONELLI COLLEGE,1500 N 31ST AVE,HATTIESBURG,MS,39401,6,"Private for-profit, 2-year",21.0,167.0,188.0,0,0,0,1,"Antonelli College-Hattiesburg, 1500 N 31ST AVE, HATTIESBURG, MS, 39401"
8530,Schuyler Steuben Chemung Tioga Allegany BOCES,Bush Education Center,459 PHILO ROAD,ELMIRA,NY,149031089,7,"Public, less-than 2-year",9.0,151.0,160.0,0,1,0,0,"Schuyler Steuben Chemung Tioga Allegany BOCES, 459 PHILO ROAD, ELMIRA, NY, 149031089"
8566,University of Cosmetology Arts & Sciences-Harlingen,Branch Campus,913 N 13TH ST,HARLINGEN,TX,785505034,9,"Private for-profit, less-than 2-year",4.0,101.0,105.0,0,0,0,1,"University of Cosmetology Arts & Sciences-Harlingen, 913 N 13TH ST, HARLINGEN, TX, 785505034"
8695,Messenger College,Main Campus,400 S Industrial,Euless,TX,76040,2,"Private nonprofit, 4-year or above",33.0,33.0,66.0,0,0,0,1,"Messenger College, 400 S Industrial, Euless, TX, 76040"
8715,Rockland County BOCES-Practical Nursing Program,Main Campus,65 Parrot Road,West Nyack,NY,10994,7,"Public, less-than 2-year",11.0,36.0,47.0,0,1,0,0,"Rockland County BOCES-Practical Nursing Program, 65 Parrot Road, West Nyack, NY, 10994"
9001,New Hampshire Institute of Art,Main Campus,148 CONCORD ST,MANCHESTER,NH,031044858,2,"Private nonprofit, 4-year or above",132.0,277.0,409.0,0,1,0,0,"New Hampshire Institute of Art, 148 CONCORD ST, MANCHESTER, NH, 031044858"
9028,Mercy Hospital School of Nursing,Main Campus,1401 BLVD OF THE ALLIES,PITTSBURGH,PA,152195166,5,"Private nonprofit, 2-year",17.0,87.0,104.0,0,0,0,12,"Mercy Hospital School of Nursing, 1401 BLVD OF THE ALLIES, PITTSBURGH, PA, 152195166"
9035,Virginia Sewing Machines and School Center,Main Campus,"6330 Pacific Blvd., Ste 200",Huntington Park,CA,902554199,9,"Private for-profit, less-than 2-year",40.0,150.0,190.0,0,1,0,0,"Virginia Sewing Machines and School Center, 6330 Pacific Blvd., Ste 200, Huntington Park, CA, 902554199"
9091,Ilisagvik College,Ilisagvik College,360 NARL Stevenson St.,BARROW,AK,997230749,4,"Public, 2-year",62.0,126.0,188.0,0,0,1,1,"Ilisagvik College, 360 NARL Stevenson St., BARROW, AK, 997230749"
9092,The Community College of Baltimore County,CCBC Catonsville Campus,800 S. Rolling Road,Catonsville,MD,212285317,4,"Public, 2-year",8347.0,12846.0,21193.0,0,0,2,1,"The Community College of Baltimore County, 800 S. Rolling Road, Catonsville, MD, 212285317"
9093,The Community College of Baltimore County,CCBC Essex Campus,7201 Rossville Blvd.,Baltimore,MD,212373899,4,"Public, 2-year",8347.0,12846.0,21193.0,0,1,1,0,"The Community College of Baltimore County, 7201 Rossville Blvd., Baltimore, MD, 212373899"
9121,Los Angeles Film School,Main Campus,6363 Sunset Blvd,Hollywood,CA,90028,3,"Private for-profit, 4-year or above",2393.0,735.0,3128.0,0,0,4,1,"Los Angeles Film School, 6363 Sunset Blvd, Hollywood, CA, 90028"
9141,Baton Rouge Community College,Baton Rouge Community College,201 Community College Drive,BATON ROUGE,LA,70806,4,"Public, 2-year",2965.0,4332.0,7297.0,1,0,0,0,"Baton Rouge Community College, 201 Community College Drive, BATON ROUGE, LA, 70806"
9142,Baton Rouge Community College,James M. Frazier,555 Julia Street,BATON ROUGE,LA,70802,4,"Public, 2-year",2965.0,4332.0,7297.0,0,1,0,0,"Baton Rouge Community College, 555 Julia Street, BATON ROUGE, LA, 70802"
9169,Everest College-Chesapeake,Altierus Career College Chesapeake,825 Greenbrier Circle #100,Chesapeake,VA,233202639,5,"Private nonprofit, 2-year",78.0,147.0,225.0,0,0,0,1,"Everest College-Chesapeake, 825 Greenbrier Circle #100, Chesapeake, VA, 233202639"
9183,Johnson & Wales University-Denver,Johnson & Wales University -- Denver Campus,7150 MONTVIEW BLVD.,DENVER,CO,80220,2,"Private nonprofit, 4-year or above",497.0,781.0,1278.0,2,1,0,0,"Johnson & Wales University-Denver, 7150 MONTVIEW BLVD., DENVER, CO, 80220"
9208,My Le's Beauty College,Main Campus,4516 FLORIN ROAD,SACRAMENTO,CA,958232513,9,"Private for-profit, less-than 2-year",7.0,98.0,105.0,0,0,1,0,"My Le's Beauty College, 4516 FLORIN ROAD, SACRAMENTO, CA, 958232513"
9213,Northeastern Seminary,Northeastern Seminary,2301 WESTSIDE DR,ROCHESTER,NY,14624,2,"Private nonprofit, 4-year or above",75.0,56.0,131.0,1,0,0,0,"Northeastern Seminary, 2301 WESTSIDE DR, ROCHESTER, NY, 14624"
9298,Susquehanna County Career and Technology Center,Susquehanna County Career and Technology Center,2380 Elk Lake School Road,Springville,PA,18844,7,"Public, less-than 2-year",8.0,58.0,66.0,0,1,0,0,"Susquehanna County Career and Technology Center, 2380 Elk Lake School Road, Springville, PA, 18844"
9340,Everest Institute-Austin,Altierus Career College Austin,"9100 US Hwy 290 East, Bldg 1, Suite 100",Austin,TX,787242479,8,"Private nonprofit, less-than 2-year",78.0,147.0,225.0,0,0,0,1,"Everest Institute-Austin, 9100 US Hwy 290 East, Bldg 1, Suite 100, Austin, TX, 787242479"
9750,Paul Mitchell the School-San Diego,Paul Mitchell The School San Diego,410 A St,San Diego,CA,92101,9,"Private for-profit, less-than 2-year",23.0,240.0,263.0,0,0,1,0,"Paul Mitchell the School-San Diego, 410 A St, San Diego, CA, 92101"
9758,Fortis College-Cincinnati,Main Campus,11499 Chester Road Ste 200,Cincinnati,OH,45246,6,"Private for-profit, 2-year",125.0,284.0,409.0,0,1,0,0,"Fortis College-Cincinnati, 11499 Chester Road Ste 200, Cincinnati, OH, 45246"
9763,Blue Cliff College-Alexandria,Blue Cliff College,1505 Metro Dr Ste 1,Alexandria,LA,71301,6,"Private for-profit, 2-year",44.0,274.0,318.0,0,0,0,1,"Blue Cliff College-Alexandria, 1505 Metro Dr Ste 1, Alexandria, LA, 71301"
9765,Beauty Schools of America-North Miami Beach,Beauty Schools of America,1813 NE 163rd St,North Miami Beach,FL,33162,9,"Private for-profit, less-than 2-year",36.0,206.0,242.0,0,0,0,1,"Beauty Schools of America-North Miami Beach, 1813 NE 163rd St, North Miami Beach, FL, 33162"
9769,Brite Divinity School,Brite Divinity School,2800 S. University Dr.,Fort Worth,TX,76129,2,"Private nonprofit, 4-year or above",125.0,98.0,223.0,4,1,0,0,"Brite Divinity School, 2800 S. University Dr., Fort Worth, TX, 76129"
9860,The Art Institute of Austin,The Art Institute of Austin,"101 W. Louis Henna Blvd, Suite 100",Austin,TX,78728,3,"Private for-profit, 4-year or above",475.0,344.0,819.0,0,0,5,5,"The Art Institute of Austin, 101 W. Louis Henna Blvd, Suite 100, Austin, TX, 78728"
9872,Escuela De Troqueleria Y Herramentaje,Main campus,150 Rd 174 Urb Industrial Minillas,Bayamon,PR,00959,4,"Public, 2-year",86.0,2.0,88.0,0,0,1,0,"Escuela De Troqueleria Y Herramentaje, 150 Rd 174 Urb Industrial Minillas, Bayamon, PR, 00959"
9976,Paul Mitchell the School-Cincinnati,Main campus,11956 Lebanon Rd,Cincinnati,OH,45241,9,"Private for-profit, less-than 2-year",15.0,218.0,233.0,0,0,1,0,"Paul Mitchell the School-Cincinnati, 11956 Lebanon Rd, Cincinnati, OH, 45241"
10023,South Texas Training Center,Main Campus,1901 W Hwy 77,San Benito,TX,78586,9,"Private for-profit, less-than 2-year",3.0,44.0,47.0,0,0,1,0,"South Texas Training Center, 1901 W Hwy 77, San Benito, TX, 78586"
10113,Blackstone Valley Vocational Regional School District,Blackstone Valley Regional Technical High School,65 Pleasant St,Upton,MA,01568,7,"Public, less-than 2-year",3.0,46.0,49.0,0,1,0,0,"Blackstone Valley Vocational Regional School District, 65 Pleasant St, Upton, MA, 01568"
10114,Southern Worcester County Regional Voc School District,Main Campus,57 Old Muggett Hill Rd,Charlton,MA,01507,7,"Public, less-than 2-year",3.0,23.0,26.0,0,0,0,1,"Southern Worcester County Regional Voc School District, 57 Old Muggett Hill Rd, Charlton, MA, 01507"
10146,DuVall's School of Cosmetology,DuVall's School of Cosmetology,201 Harwood Rd Ste 218,Bedford,TX,76021,9,"Private for-profit, less-than 2-year",2.0,86.0,88.0,0,0,1,0,"DuVall's School of Cosmetology, 201 Harwood Rd Ste 218, Bedford, TX, 76021"
10149,Avenue Five Institute,Main Campus,8620 Burnet Rd Ste 300,Austin,TX,78757,9,"Private for-profit, less-than 2-year",23.0,240.0,263.0,0,1,0,0,"Avenue Five Institute, 8620 Burnet Rd Ste 300, Austin, TX, 78757"
10172,National University College-Ponce,Ponce Branch Campus,PO Box 801243 Coto Laurel,Ponce,PR,007801243,3,"Private for-profit, 4-year or above",454.0,992.0,1446.0,0,0,2,1,"National University College-Ponce, PO Box 801243 Coto Laurel, Ponce, PR, 007801243"
10302,Salter School of Nursing and Allied Health,Main Campus,60 Rogers St,Manchester,NH,03103,9,"Private for-profit, less-than 2-year",17.0,171.0,188.0,0,1,1,0,"Salter School of Nursing and Allied Health, 60 Rogers St, Manchester, NH, 03103"
10434,Salter College-Chicopee,Main Campus,645 Shawinigan Drive,Chicopee,MA,010203744,6,"Private for-profit, 2-year",13.0,118.0,131.0,0,0,0,1,"Salter College-Chicopee, 645 Shawinigan Drive, Chicopee, MA, 010203744"
10494,Relay Graduate School of Education,Philadelphia & Camden,"100 W. Oxford St., Suite 2100 E",Philadelphia,PA,19122,2,"Private nonprofit, 4-year or above",622.0,1628.0,2250.0,0,0,1,1,"Relay Graduate School of Education, 100 W. Oxford St., Suite 2100 E, Philadelphia, PA, 19122"
10582,Wade Gordon Hairdressing Academy,Main Campus,7701 Interstate 40 West,Amarillo,TX,791210548,9,"Private for-profit, less-than 2-year",5.0,85.0,90.0,0,0,3,0,"Wade Gordon Hairdressing Academy, 7701 Interstate 40 West, Amarillo, TX, 791210548"
10724,Augusta University,Main Campus,1120 15th Street,AUGUSTA,GA,30912,1,"Public, 4-year or above",2907.0,5031.0,7938.0,0,2,0,0,"Augusta University, 1120 15th Street, AUGUSTA, GA, 30912"
10727,Augusta University,AU Summerville Campus - Augusta,2500 WALTON WAY,AUGUSTA,GA,309042200,1,"Public, 4-year or above",2907.0,5031.0,7938.0,1,0,1,0,"Augusta University, 2500 WALTON WAY, AUGUSTA, GA, 309042200"
10728,Middle Georgia State University,Macon,100 University Parkway,MACON,GA,312065144,1,"Public, 4-year or above",3234.0,4480.0,7714.0,0,0,1,0,"Middle Georgia State University, 100 University Parkway, MACON, GA, 312065144"
10730,Middle Georgia State University,Cochran,1100 Second Street,Cochran,GA,310141599,1,"Public, 4-year or above",3234.0,4480.0,7714.0,1,1,0,0,"Middle Georgia State University, 1100 Second Street, Cochran, GA, 310141599"
10822,Antioch College,Main Campus,901 Livermore Street,Yellow Springs,OH,45387,2,"Private nonprofit, 4-year or above",88.0,135.0,223.0,2,0,0,0,"Antioch College, 901 Livermore Street, Yellow Springs, OH, 45387"
11101,Kennesaw State University,Kennesaw State University,1000 CHASTAIN RD,KENNESAW,GA,301445591,1,"Public, 4-year or above",17845.0,17173.0,35018.0,9,1,2,0,"Kennesaw State University, 1000 CHASTAIN RD, KENNESAW, GA, 301445591"
11102,Kennesaw State University,Kennesaw State University Marietta Campus,1100 South Marietta Pkwy,marietta,GA,30060,1,"Public, 4-year or above",17845.0,17173.0,35018.0,1,0,0,0,"Kennesaw State University, 1100 South Marietta Pkwy, marietta, GA, 30060"
11117,Emory University-Oxford College,Oxford College Campus,810 Whatcoat Street,Oxford,GA,30054,5,"Private nonprofit, 2-year",405.0,573.0,978.0,2,0,0,0,"Emory University-Oxford College, 810 Whatcoat Street, Oxford, GA, 30054"
11119,The Chicago School of Professional Psychology at Xavier University of Louisiana,XULA Campus,1 Drexel Drive,New Orleans,LA,701251056,2,"Private nonprofit, 4-year or above",5.0,21.0,26.0,0,1,2,0,"The Chicago School of Professional Psychology at Xavier University of Louisiana, 1 Drexel Drive, New Orleans, LA, 701251056"
11151,Florida Career College-Orlando,Main Campus,989 North Semoran Boulevard,Orlando,FL,328073528,6,"Private for-profit, 2-year",294.0,565.0,859.0,0,0,1,4,"Florida Career College-Orlando, 989 North Semoran Boulevard, Orlando, FL, 328073528"
11173,American Institute of Alternative Medicine,Main Campus,"223 Rt. 18, Suite 205",East Brunswick,NJ,08816,9,"Private for-profit, less-than 2-year",8.0,24.0,32.0,0,1,0,0,"American Institute of Alternative Medicine, 223 Rt. 18, Suite 205, East Brunswick, NJ, 08816"
11191,PiBerry Institute,Main Campus,30356 Old Dixie Hwy,Homestead,FL,330333215,9,"Private for-profit, less-than 2-year",3.0,23.0,26.0,0,0,1,0,"PiBerry Institute, 30356 Old Dixie Hwy, Homestead, FL, 330333215"
