,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long
8642,Johnson & Wales University-North Miami,Johnson & Wales University -- North Miami Campus,1701 NE 127TH ST,NORTH MIAMI,FL,33181,2,"Private nonprofit, 4-year or above",608.0,953.0,1561.0,5,0,0,1,"1701 NE 127TH ST, NORTH MIAMI, FL, 33181","[25.89405, -80.16521500000002]",25.89405,-80.165215
8656,Nevada Career Institute,Nevada Career Institute,"3231 North Decatur Blvd, Suite 119",Las Vegas,NV,89130,9,"Private for-profit, less-than 2-year",20.0,82.0,102.0,0,0,1,0,"3231 North Decatur Blvd, Suite 119, Las Vegas, NV, 89130","[36.2181718, -115.2084081]",36.2181718,-115.2084081
8664,The University of Texas MD Anderson Cancer Center,University of Texas MD Anderson Cancer Center - Main Campus,1515 Holcombe Blvd,Houston,TX,770304009,1,"Public, 4-year or above",111.0,249.0,360.0,2,1,0,0,"1515 Holcombe Blvd, Houston, TX, 770304009","[29.707177, -95.3969819]",29.707177,-95.3969819
8691,Applied Technology Services,South Tech,12721 W Watson RD,Sunset Hills,MO,63127,7,"Public, less-than 2-year",8.0,160.0,168.0,0,0,0,19,"12721 W Watson RD, Sunset Hills, MO, 63127","[38.5421964, -90.4130486]",38.5421964,-90.4130486
8695,Messenger College,Main Campus,400 S Industrial,Euless,TX,76040,2,"Private nonprofit, 4-year or above",33.0,33.0,66.0,0,0,0,1,"400 S Industrial, Euless, TX, 76040","[32.8311666, -97.1003182]",32.8311666,-97.1003182
8700,Clinton Essex Warren Washington BOCES,Main Campus,1585 Military Turnpike,PLATTSBURGH,NY,129010455,4,"Public, 2-year",17.0,51.0,68.0,0,0,0,1,"1585 Military Turnpike, PLATTSBURGH, NY, 129010455","[44.692937, -73.517269]",44.692937,-73.517269
8713,Ulster BOCES School of Practical Nursing,Main Campus,"PO Box 601, Route 9W",PORT EWEN,NY,12466,7,"Public, less-than 2-year",5.0,80.0,85.0,0,1,0,0,"PO Box 601, Route 9W, PORT EWEN, NY, 12466","[41.9098219, -73.9776972]",41.9098219,-73.9776972
8730,York County School of Technology-Adult & Continuing Education,Main Campus,2179 S QUEEN ST,YORK,PA,174024696,7,"Public, less-than 2-year",85.0,108.0,193.0,0,3,0,0,"2179 S QUEEN ST, YORK, PA, 174024696","[39.9300348, -76.6849151]",39.9300348,-76.6849151
8761,Marion County Community Technical and Adult Education Center,Main Campus,1014 SW 7TH RD,OCALA,FL,344713172,4,"Public, 2-year",131.0,219.0,350.0,0,0,1,0,"1014 SW 7TH RD, OCALA, FL, 344713172","[29.1783777, -82.14807479999999]",29.1783777,-82.1480748
8797,York County Community College,Main Campus,112 COLLEGE DR,WELLS,ME,04090,4,"Public, 2-year",666.0,1161.0,1827.0,0,1,0,0,"112 COLLEGE DR, WELLS, ME, 04090","[43.307121, -70.5907381]",43.307121,-70.5907381
8804,Arizona State University-Polytechnic,Polytechnic Campus,7001 E. Williams Field Road,Mesa,AZ,852121812,1,"Public, 4-year or above",3088.0,1292.0,4380.0,2,1,1,0,"7001 E. Williams Field Road, Mesa, AZ, 852121812","[33.3059558, -111.677903]",33.3059558,-111.677903
8972,The Illinois Institute of Art-Schaumburg,The Illinois Institute of Art - Schaumburg,"1000 Plaza Drive, Suite 100",Schaumburg,IL,601734913,3,"Private for-profit, 4-year or above",261.0,251.0,512.0,0,0,1,0,"1000 Plaza Drive, Suite 100, Schaumburg, IL, 601734913","[42.0483256, -88.04421029999999]",42.0483256,-88.0442103
8974,The Art Institute of Phoenix,The Art Institute of Phoenix,2233 W DUNLAP AVE,PHOENIX,AZ,850212859,3,"Private for-profit, 4-year or above",456.0,443.0,899.0,0,0,0,1,"2233 W DUNLAP AVE, PHOENIX, AZ, 850212859","[33.5667817, -112.1075442]",33.5667817,-112.1075442
9001,New Hampshire Institute of Art,Main Campus,148 CONCORD ST,MANCHESTER,NH,031044858,2,"Private nonprofit, 4-year or above",132.0,277.0,409.0,0,1,0,0,"148 CONCORD ST, MANCHESTER, NH, 031044858","[42.9929189, -71.4589244]",42.9929189,-71.4589244
9027,Massachusetts General Hospital Dietetic Internship,Main Campus,55 Fruit Street,BOSTON,MA,02114,2,"Private nonprofit, 4-year or above",1.0,21.0,22.0,0,6,0,4,"55 Fruit Street, BOSTON, MA, 02114","[42.3631542, -71.0688334]",42.3631542,-71.0688334
9028,Mercy Hospital School of Nursing,Main Campus,1401 BLVD OF THE ALLIES,PITTSBURGH,PA,152195166,5,"Private nonprofit, 2-year",17.0,87.0,104.0,0,0,0,12,"1401 BLVD OF THE ALLIES, PITTSBURGH, PA, 152195166","[40.4355848, -79.9864516]",40.4355848,-79.9864516
9047,Delaware College of Art and Design,Main Campus,600 N MARKET ST,WILMINGTON,DE,198013007,5,"Private nonprofit, 2-year",60.0,110.0,170.0,0,2,0,0,"600 N MARKET ST, WILMINGTON, DE, 198013007","[39.74182150000001, -75.5497321]",39.7418215,-75.5497321
9063,Florida Gulf Coast University,Main Campus,10501 FGCU BLVD S,Fort Myers,FL,339656565,1,"Public, 4-year or above",6423.0,8398.0,14821.0,4,0,1,0,"10501 FGCU BLVD S, Fort Myers, FL, 339656565","[26.4615184, -81.77165269999999]",26.4615184,-81.7716527
9065,Little Priest Tribal College,Main Campus,610 E. College Drive,WINNEBAGO,NE,680710270,5,"Private nonprofit, 2-year",47.0,85.0,132.0,0,0,2,0,"610 E. College Drive, WINNEBAGO, NE, 680710270","[42.235578, -96.468262]",42.235578,-96.468262
9092,The Community College of Baltimore County,CCBC Catonsville Campus,800 S. Rolling Road,Catonsville,MD,212285317,4,"Public, 2-year",8347.0,12846.0,21193.0,0,0,2,1,"800 S. Rolling Road, Catonsville, MD, 212285317","[39.2553528, -76.7284761]",39.2553528,-76.7284761
9093,The Community College of Baltimore County,CCBC Essex Campus,7201 Rossville Blvd.,Baltimore,MD,212373899,4,"Public, 2-year",8347.0,12846.0,21193.0,0,1,1,0,"7201 Rossville Blvd., Baltimore, MD, 212373899","[39.3535313, -76.4822959]",39.3535313,-76.4822959
9121,Los Angeles Film School,Main Campus,6363 Sunset Blvd,Hollywood,CA,90028,3,"Private for-profit, 4-year or above",2393.0,735.0,3128.0,0,0,4,1,"6363 Sunset Blvd, Hollywood, CA, 90028","[34.0985965, -118.3282041]",34.0985965,-118.3282041
9141,Baton Rouge Community College,Baton Rouge Community College,201 Community College Drive,BATON ROUGE,LA,70806,4,"Public, 2-year",2965.0,4332.0,7297.0,1,0,0,0,"201 Community College Drive, BATON ROUGE, LA, 70806","[30.4480275, -91.13687619999999]",30.4480275,-91.1368762
9142,Baton Rouge Community College,James M. Frazier,555 Julia Street,BATON ROUGE,LA,70802,4,"Public, 2-year",2965.0,4332.0,7297.0,0,1,0,0,"555 Julia Street, BATON ROUGE, LA, 70802","[30.4376947, -91.1851097]",30.4376947,-91.1851097
9151,Dallas Nursing Institute,Dallas Nursing Institute,"12170 North Abrams Road, Suite 200",DALLAS,TX,75243,5,"Private nonprofit, 2-year",32.0,212.0,244.0,0,0,2,0,"12170 North Abrams Road, Suite 200, DALLAS, TX, 75243","[32.9137795, -96.73442999999999]",32.9137795,-96.73443
9166,Stratford University,Main Campus,7777 LEESBURG PIKE,FALLS CHURCH,VA,220432403,3,"Private for-profit, 4-year or above",1126.0,1799.0,2925.0,0,0,0,1,"7777 LEESBURG PIKE, FALLS CHURCH, VA, 220432403","[38.9073903, -77.2144453]",38.9073903,-77.2144453
9183,Johnson & Wales University-Denver,Johnson & Wales University -- Denver Campus,7150 MONTVIEW BLVD.,DENVER,CO,80220,2,"Private nonprofit, 4-year or above",497.0,781.0,1278.0,2,1,0,0,"7150 MONTVIEW BLVD., DENVER, CO, 80220","[39.7473258, -104.9047736]",39.7473258,-104.9047736
9208,My Le's Beauty College,Main Campus,4516 FLORIN ROAD,SACRAMENTO,CA,958232513,9,"Private for-profit, less-than 2-year",7.0,98.0,105.0,0,0,1,0,"4516 FLORIN ROAD, SACRAMENTO, CA, 958232513","[38.4949986, -121.452293]",38.4949986,-121.452293
9213,Northeastern Seminary,Northeastern Seminary,2301 WESTSIDE DR,ROCHESTER,NY,14624,2,"Private nonprofit, 4-year or above",75.0,56.0,131.0,1,0,0,0,"2301 WESTSIDE DR, ROCHESTER, NY, 14624","[43.1258952, -77.79807129999999]",43.1258952,-77.7980713
9235,The Art Institute of Washington,The Art Institute of Washington,1820 N FORT MYER DR,ARLINGTON,VA,222091802,3,"Private for-profit, 4-year or above",388.0,279.0,667.0,0,0,1,0,"1820 N FORT MYER DR, ARLINGTON, VA, 222091802","[38.8956975, -77.0729504]",38.8956975,-77.0729504
9253,Vatterott College-Wichita,Vatterott College-Wichita,8853 E. 37th Street North,Wichita,KS,67226,6,"Private for-profit, 2-year",126.0,18.0,144.0,0,1,0,0,"8853 E. 37th Street North, Wichita, KS, 67226","[37.7513476, -97.23435769999999]",37.7513476,-97.2343577
9298,Susquehanna County Career and Technology Center,Susquehanna County Career and Technology Center,2380 Elk Lake School Road,Springville,PA,18844,7,"Public, less-than 2-year",8.0,58.0,66.0,0,1,0,0,"2380 Elk Lake School Road, Springville, PA, 18844","[41.7383503, -75.9562122]",41.7383503,-75.9562122
9306,Healing Mountain Massage School,Main Campus,"363 South 500 East, #210",SALT LAKE CITY,UT,84102,9,"Private for-profit, less-than 2-year",15.0,69.0,84.0,1,0,0,0,"363 South 500 East, #210, SALT LAKE CITY, UT, 84102","[40.7612412, -111.8767808]",40.7612412,-111.8767808
9313,California State University-Channel Islands,California State University Channel Islands,ONE UNIVERSITY DR,CAMARILLO,CA,930128599,1,"Public, 4-year or above",2309.0,4302.0,6611.0,4,2,0,0,"ONE UNIVERSITY DR, CAMARILLO, CA, 930128599","[34.1620556, -119.043463]",34.1620556,-119.043463
9326,Ave Maria School of Law,Ave Maria School of Law,1025 Commons Circle,Naples,FL,341191376,2,"Private nonprofit, 4-year or above",118.0,130.0,248.0,0,1,0,0,"1025 Commons Circle, Naples, FL, 341191376","[26.2421716, -81.7313084]",26.2421716,-81.7313084
9340,Everest Institute-Austin,Altierus Career College Austin,"9100 US Hwy 290 East, Bldg 1, Suite 100",Austin,TX,787242479,8,"Private nonprofit, less-than 2-year",78.0,147.0,225.0,0,0,0,1,"9100 US Hwy 290 East, Bldg 1, Suite 100, Austin, TX, 787242479","[30.3300312, -97.6553373]",30.3300312,-97.6553373
9341,Tohono O'Odham Community College,Main Campus,"HIGHWAY 86, MILE POST 125.5",SELLS,AZ,85634,4,"Public, 2-year",101.0,175.0,276.0,1,0,0,0,"HIGHWAY 86, MILE POST 125.5, SELLS, AZ, 85634","[31.9898423, -111.7154484]",31.9898423,-111.7154484
9357,NorthShore University HealthSystem School of Nurse Anesthesia,Main Campus,"2650 RIDGE AVE, RM G603C",EVANSTON,IL,60201,2,"Private nonprofit, 4-year or above",11.0,47.0,58.0,0,0,4,0,"2650 RIDGE AVE, RM G603C, EVANSTON, IL, 60201","[42.065583, -87.68488]",42.065583,-87.68488
9382,Pierpont Community and Technical College,Pierpont Community and Technical College,1201 LOCUST AVE,FAIRMONT,WV,26554,4,"Public, 2-year",782.0,1156.0,1938.0,2,1,0,0,"1201 LOCUST AVE, FAIRMONT, WV, 26554","[39.48249029999999, -80.1621332]",39.4824903,-80.1621332
9407,Everest College-Tacoma,Altierus Career College Tacoma,2156 Pacific Avenue,Tacoma,WA,984023004,5,"Private nonprofit, 2-year",60.0,323.0,383.0,0,0,1,0,"2156 Pacific Avenue, Tacoma, WA, 984023004","[47.2411626, -122.4362625]",47.2411626,-122.4362625
9439,Auguste Escoffier School of Culinary Arts-Austin,Auguste Escoffier School of Culinary Arts,6020-B Dillard Circle,AUSTIN,TX,78752,9,"Private for-profit, less-than 2-year",205.0,180.0,385.0,0,2,0,0,"6020-B Dillard Circle, AUSTIN, TX, 78752","[30.326921, -97.71795]",30.326921,-97.71795
9472,University of California-Merced,Main Campus,5200 North Lake Road,Merced,CA,95343,1,"Public, 4-year or above",3631.0,3705.0,7336.0,0,1,0,0,"5200 North Lake Road, Merced, CA, 95343","[37.3637343, -120.4311096]",37.3637343,-120.4311096
9481,Central Methodist University-College of Graduate and Extended Studies,Central Methodist University at Columbia,1400 Forum Bolevard Ste 11,Columbia,MO,65203,2,"Private nonprofit, 4-year or above",1379.0,2919.0,4298.0,0,0,1,0,"1400 Forum Bolevard Ste 11, Columbia, MO, 65203","[38.9361902, -92.35850409999999]",38.9361902,-92.3585041
9507,Johnson & Wales University-Charlotte,Johnson & Wales University -- Charlotte Campus,801 West Trade Street,Charlotte,NC,28202,2,"Private nonprofit, 4-year or above",696.0,1405.0,2101.0,0,3,2,0,"801 West Trade Street, Charlotte, NC, 28202","[35.23307, -80.850565]",35.23307,-80.850565
9514,Universal Technical Institute of Pennsylvania Inc,"Universal Technical Institute of Pennsylvania, Inc.",750 Pennsylvania Drive,Exton,PA,19341,6,"Private for-profit, 2-year",1416.0,44.0,1460.0,0,1,0,0,"750 Pennsylvania Drive, Exton, PA, 19341","[40.0708885, -75.6860798]",40.0708885,-75.6860798
9586,Expression College for Digital Arts,SAE Expression College,6601 Shellmond St,Emeryville,CA,94608,3,"Private for-profit, 4-year or above",305.0,91.0,396.0,0,0,2,0,"6601 Shellmond St, Emeryville, CA, 94608","[37.8476192, -122.2954704]",37.8476192,-122.2954704
9601,Georgia Gwinnett College,Main campus,1000 University Center Lane,Lawrenceville,GA,30043,1,"Public, 4-year or above",5274.0,6778.0,12052.0,2,0,0,2,"1000 University Center Lane, Lawrenceville, GA, 30043","[33.9802468, -84.00459839999999]",33.9802468,-84.0045984
9649,The Art Institute of Indianapolis,The Art Institute of Indianapolis,3500 DePauw Blvd Suite 1010,Indianapolis,IN,46268,3,"Private for-profit, 4-year or above",267.0,429.0,696.0,0,0,1,1,"3500 DePauw Blvd Suite 1010, Indianapolis, IN, 46268","[39.9200731, -86.22099759999999]",39.9200731,-86.2209976
9656,West Hills College-Lemoore,West Hills College Lemoore,555 College Avenue,Lemoore,CA,93245,4,"Public, 2-year",1573.0,2445.0,4018.0,1,0,0,0,"555 College Avenue, Lemoore, CA, 93245","[36.2900165, -119.8217393]",36.2900165,-119.8217393
9672,University of South Florida-St Petersburg,University of South Florida St. Petersburg,140 Seventh Ave S.,Saint Petersburg,FL,33701,1,"Public, 4-year or above",1736.0,2966.0,4702.0,1,0,0,0,"140 Seventh Ave S., Saint Petersburg, FL, 33701","[27.7633053, -82.6350207]",27.7633053,-82.6350207
9674,Arizona State University-Downtown Phoenix,Downtown Phoenix Campus,411 N. Central Avenue,Phoenix,AZ,850042115,1,"Public, 4-year or above",4057.0,7680.0,11737.0,1,4,1,0,"411 N. Central Avenue, Phoenix, AZ, 850042115","[33.452957, -112.0734512]",33.452957,-112.0734512
9682,Strayer University-Florida,Ft. Lauderdale,"2307 W. Broward Blvd., Suite 100",Fort Lauderdale,FL,33312,3,"Private for-profit, 4-year or above",942.0,1398.0,2340.0,0,1,0,0,"2307 W. Broward Blvd., Suite 100, Fort Lauderdale, FL, 33312","[26.1222901, -80.17368549999999]",26.1222901,-80.1736855
9703,Make-up Designory,New York Campus,"65 Broadway, 15th Floor",New York,NY,10006,9,"Private for-profit, less-than 2-year",7.0,189.0,196.0,0,0,0,1,"65 Broadway, 15th Floor, New York, NY, 10006","[40.707398, -74.0126037]",40.707398,-74.0126037
