,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long
3051,Montgomery College,Montgomery College:Germantown,20200 Observation Drive,Germantown,MD,20876,4,"Public, 2-year",11255.0,12661.0,23916.0,0,0,1,0,"Montgomery College, 20200 Observation Drive, Germantown, MD 20876","[39.1863063, -77.24657619999999]",39.1863063,-77.2465762
3052,Morgan State University,Main Campus,1700 E COLD SPRING LN,BALTIMORE,MD,212510001,1,"Public, 4-year or above",3611.0,4078.0,7689.0,4,7,3,1,"Morgan State University, 1700 E COLD SPRING LN, BALTIMORE, MD 212510001","[39.3437959, -76.5843847]",39.3437959,-76.5843847
3063,Salisbury University,Main Campus,1101 CAMDEN AVE,SALISBURY,MD,218016862,1,"Public, 4-year or above",3619.0,5129.0,8748.0,6,2,4,0,"Salisbury University, 1101 CAMDEN AVE, SALISBURY, MD 218016862","[38.345073, -75.60469680000001]",38.345073,-75.6046968
3065,St Mary's College of Maryland,St. Mary's College of Maryland,18952 E. Fisher Road,Saint Mary's City,MD,206863001,1,"Public, 4-year or above",701.0,928.0,1629.0,8,7,0,1,"St Mary's College of Maryland, 18952 E. Fisher Road, Saint Mary's City, MD 206863001","[38.1909255, -76.42903129999999]",38.1909255,-76.4290313
3066,St John's College,St. John's College,60 College Ave,Annapolis,MD,214042800,2,"Private nonprofit, 4-year or above",269.0,215.0,484.0,5,0,0,0,"St John's College, 60 College Ave, Annapolis, MD 214042800","[38.981963, -76.491536]",38.981963,-76.491536
3068,Towson University,Towson University,8000 YORK RD,TOWSON,MD,212520001,1,"Public, 4-year or above",8560.0,13783.0,22343.0,5,2,1,0,"Towson University, 8000 YORK RD, TOWSON, MD 212520001","[39.3925121, -76.61263919999999]",39.3925121,-76.6126392
3071,Stevenson University,Stevenson University Owings Mills Campus,100 Campus Circle,Owings Mills,MD,211177803,2,"Private nonprofit, 4-year or above",1363.0,2759.0,4122.0,3,0,0,0,"Stevenson University, 100 Campus Circle, Owings Mills, MD 211177803","[39.4216638, -76.70129759999999]",39.4216638,-76.7012976
3072,Washington College,Main Campus,300 WASHINGTON AVE,CHESTERTOWN,MD,216201438,2,"Private nonprofit, 4-year or above",648.0,831.0,1479.0,3,6,0,1,"Washington College, 300 WASHINGTON AVE, CHESTERTOWN, MD 216201438","[39.2180241, -76.0692262]",39.2180241,-76.0692262
3073,McDaniel College,Main Campus,2 COLLEGE HILL,WESTMINSTER,MD,211574390,2,"Private nonprofit, 4-year or above",1018.0,1732.0,2750.0,16,1,0,0,"McDaniel College, 2 COLLEGE HILL, WESTMINSTER, MD 211574390","[39.5829905, -77.00371919999999]",39.5829905,-77.0037192
3077,Hult International Business School,Boston Campus,1 Education St,Cambridge,MA,021411805,2,"Private nonprofit, 4-year or above",1614.0,1229.0,2843.0,0,0,1,0,"Hult International Business School, 1 Education St, Cambridge, MA 021411805","[42.3699207, -71.0706403]",42.3699207,-71.0706403
3084,American International College,American International College,1000 STATE ST,SPRINGFIELD,MA,01109,2,"Private nonprofit, 4-year or above",992.0,2385.0,3377.0,0,1,1,3,"American International College, 1000 STATE ST, SPRINGFIELD, MA 01109","[42.112853, -72.557144]",42.112853,-72.557144
3085,Amherst College,Main Campus,Boltwood Avenue,AMHERST,MA,010025000,2,"Private nonprofit, 4-year or above",922.0,927.0,1849.0,5,3,0,0,"Amherst College, Boltwood Avenue, AMHERST, MA 010025000","[42.3709104, -72.5170028]",42.3709104,-72.5170028
3095,Bay Path University,Main Campus,588 LONGMEADOW ST,LONGMEADOW,MA,01106,2,"Private nonprofit, 4-year or above",184.0,3041.0,3225.0,1,0,0,0,"Bay Path University, 588 LONGMEADOW ST, LONGMEADOW, MA 01106","[42.0558784, -72.5825941]",42.0558784,-72.5825941
3102,Becker College,Main Campus,61 SEVER ST,WORCESTER,MA,016150071,2,"Private nonprofit, 4-year or above",849.0,1340.0,2189.0,0,0,0,1,"Becker College, 61 SEVER ST, WORCESTER, MA 016150071","[42.2670243, -71.81191799999999]",42.2670243,-71.811918
3103,Becker College,Leicester,964 Main Street,Leicester,MA,015241359,2,"Private nonprofit, 4-year or above",849.0,1340.0,2189.0,2,0,0,0,"Becker College, 964 Main Street, Leicester, MA 015241359","[42.2487881, -71.824896]",42.2487881,-71.824896
3105,Berklee College of Music,Main Campus - Boston,1140 BOYLSTON ST,BOSTON,MA,02215,2,"Private nonprofit, 4-year or above",3980.0,2425.0,6405.0,2,3,0,0,"Berklee College of Music, 1140 BOYLSTON ST, BOSTON, MA 02215","[42.3465952, -71.0895292]",42.3465952,-71.0895292
3111,Boston College,Main Campus,140 COMMONWEALTH AVE,CHESTNUT HILL,MA,024673961,2,"Private nonprofit, 4-year or above",6583.0,7883.0,14466.0,27,6,0,1,"Boston College, 140 COMMONWEALTH AVE, CHESTNUT HILL, MA 024673961","[42.3355488, -71.16849450000001]",42.3355488,-71.1684945
3112,Boston University,Boston University Charles River Campus,1 Silber Way,Boston,MA,02215,2,"Private nonprofit, 4-year or above",13470.0,19225.0,32695.0,13,4,0,4,"Boston University, 1 Silber Way, Boston, MA 02215","[42.349583, -71.099535]",42.349583,-71.099535
3113,Boston University,Boston University Medical Campus,715 Albany Street,Boston,MA,02118,2,"Private nonprofit, 4-year or above",13470.0,19225.0,32695.0,2,4,0,20,"Boston University, 715 Albany Street, Boston, MA 02118","[42.3355512, -71.07168759999999]",42.3355512,-71.0716876
3140,Clark University,Main Campus,950 MAIN ST,WORCESTER,MA,016101477,2,"Private nonprofit, 4-year or above",1328.0,1970.0,3298.0,3,2,0,0,"Clark University, 950 MAIN ST, WORCESTER, MA 016101477","[42.2523452, -71.8246703]",42.2523452,-71.8246703
3142,Curry College,Milton Campus,1071 BLUE HILL AVE,MILTON,MA,021862395,2,"Private nonprofit, 4-year or above",1199.0,1727.0,2926.0,3,4,0,1,"Curry College, 1071 BLUE HILL AVE, MILTON, MA 021862395","[42.2406763, -71.11481119999999]",42.2406763,-71.1148112
3145,Dean College,Main Campus,99 Main Street,Franklin,MA,020381941,2,"Private nonprofit, 4-year or above",631.0,708.0,1339.0,8,3,0,0,"Dean College, 99 Main Street, Franklin, MA 020381941","[42.085449, -71.39839479999999]",42.085449,-71.3983948
3148,Eastern Nazarene College,Main Campus,23 E ELM AVE,QUINCY,MA,021702999,2,"Private nonprofit, 4-year or above",356.0,568.0,924.0,0,0,1,1,"Eastern Nazarene College, 23 E ELM AVE, QUINCY, MA 021702999","[42.2715247, -71.01087679999999]",42.2715247,-71.0108768
3149,Emerson College,Main Campus,120 Boylston Street,Boston,MA,021164624,2,"Private nonprofit, 4-year or above",1678.0,2764.0,4442.0,3,2,0,0,"Emerson College, 120 Boylston Street, Boston, MA 021164624","[42.3522216, -71.06581]",42.3522216,-71.06581
3153,Endicott College,Main Campus,376 HALE ST,BEVERLY,MA,01915,2,"Private nonprofit, 4-year or above",1688.0,3147.0,4835.0,3,1,0,2,"Endicott College, 376 HALE ST, BEVERLY, MA 01915","[42.5531918, -70.8408093]",42.5531918,-70.8408093
3158,Fisher College,Main Campus,118 BEACON ST,BOSTON,MA,02116,2,"Private nonprofit, 4-year or above",542.0,1488.0,2030.0,0,0,0,1,"Fisher College, 118 BEACON ST, BOSTON, MA 02116","[42.35531, -71.0741699]",42.35531,-71.0741699
3162,Fitchburg State University,Main Campus,160 PEARL ST,FITCHBURG,MA,014202697,1,"Public, 4-year or above",2531.0,4232.0,6763.0,4,1,1,1,"Fitchburg State University, 160 PEARL ST, FITCHBURG, MA 014202697","[42.5900165, -71.7889139]",42.5900165,-71.7889139
3163,Framingham State University,Main Campus,100 STATE ST,FRAMINGHAM,MA,017019101,1,"Public, 4-year or above",2095.0,3882.0,5977.0,7,0,0,0,"Framingham State University, 100 STATE ST, FRAMINGHAM, MA 017019101","[42.2981072, -71.436075]",42.2981072,-71.436075
3165,Gordon College,Fowler Campus,255 Grapevine Road,Wenham,MA,01984,2,"Private nonprofit, 4-year or above",694.0,1310.0,2004.0,0,1,0,0,"Gordon College, 255 Grapevine Road, Wenham, MA 01984","[42.5893751, -70.8209286]",42.5893751,-70.8209286
3166,Gordon-Conwell Theological Seminary,Main Campus,130 ESSEX ST,SOUTH HAMILTON,MA,01982,2,"Private nonprofit, 4-year or above",1218.0,544.0,1762.0,1,0,0,0,"Gordon-Conwell Theological Seminary, 130 ESSEX ST, SOUTH HAMILTON, MA 01982","[42.6124501, -70.8450204]",42.6124501,-70.8450204
3171,Hampshire College,HAMPSHIRE COLLEGE,893 WEST ST,AMHERST,MA,010023359,2,"Private nonprofit, 4-year or above",500.0,821.0,1321.0,7,2,0,0,"Hampshire College, 893 WEST ST, AMHERST, MA 010023359","[42.325559, -72.5322956]",42.325559,-72.5322956
3172,Harvard University,Cambridge Campus,Massachusetts Hall,Cambridge,MA,02138,2,"Private nonprofit, 4-year or above",15290.0,14618.0,29908.0,27,10,0,2,"Harvard University, Massachusetts Hall, Cambridge, MA 02138","[42.3748446, -71.11818339999999]",42.3748446,-71.1181834
3173,Harvard University,Longwood Campus,Massachusetts Hall,Cambridge,MA,02138,2,"Private nonprofit, 4-year or above",15290.0,14618.0,29908.0,1,1,0,0,"Harvard University, Massachusetts Hall, Cambridge, MA 02138","[42.3748446, -71.11818339999999]",42.3748446,-71.1181834
3175,Harvard University,Arnold Arboretum,125 Arborway,Boston,MA,02130,2,"Private nonprofit, 4-year or above",15290.0,14618.0,29908.0,0,0,1,1,"Harvard University, 125 Arborway, Boston, MA 02130","[42.3073674, -71.1207759]",42.3073674,-71.1207759
3181,College of the Holy Cross,Main Campus,ONE COLLEGE STREET,WORCESTER,MA,016102395,2,"Private nonprofit, 4-year or above",1332.0,1388.0,2720.0,6,3,0,0,"College of the Holy Cross, ONE COLLEGE STREET, WORCESTER, MA 016102395","[42.2392391, -71.8079608]",42.2392391,-71.8079608
3182,Holyoke Community College,Holyoke Community College,303 HOMESTEAD AVE,HOLYOKE,MA,01040,4,"Public, 2-year",2261.0,3629.0,5890.0,0,1,0,0,"Holyoke Community College, 303 HOMESTEAD AVE, HOLYOKE, MA 01040","[42.1950807, -72.6518638]",42.1950807,-72.6518638
3185,Lesley University,Doble Campus,29 Everett Street,CAMBRIDGE,MA,021382790,2,"Private nonprofit, 4-year or above",846.0,4019.0,4865.0,9,3,0,1,"Lesley University, 29 Everett Street, CAMBRIDGE, MA 021382790","[42.3811758, -71.1177024]",42.3811758,-71.1177024
3188,University of Massachusetts-Lowell,University of Massachusetts Lowell,1 UNIVERSITY AVE,LOWELL,MA,018545104,1,"Public, 4-year or above",10785.0,7064.0,17849.0,3,4,0,0,"University of Massachusetts-Lowell, 1 UNIVERSITY AVE, LOWELL, MA 018545104","[42.6500568, -71.32404679999999]",42.6500568,-71.3240468
3192,University of Massachusetts-Amherst,Main Campus,374 Whitmore Administration Building,Amherst,MA,01003,1,"Public, 4-year or above",15194.0,14843.0,30037.0,16,5,3,8,"University of Massachusetts-Amherst, 374 Whitmore Administration Building, Amherst, MA 01003","[42.3859535, -72.52636509999999]",42.3859535,-72.5263651
3193,University of Massachusetts-Boston,Harbor Campus,100 MORRISSEY BLVD,BOSTON,MA,021253393,1,"Public, 4-year or above",7277.0,9570.0,16847.0,0,1,0,2,"University of Massachusetts-Boston, 100 MORRISSEY BLVD, BOSTON, MA 021253393","[42.3148413, -71.0367377]",42.3148413,-71.0367377
3202,Massachusetts College of Art and Design,Main Campus,621 HUNTINGTON AVE,BOSTON,MA,021155801,1,"Public, 4-year or above",578.0,1404.0,1982.0,1,0,0,1,"Massachusetts College of Art and Design, 621 HUNTINGTON AVE, BOSTON, MA 021155801","[42.3368239, -71.0992668]",42.3368239,-71.0992668
3203,Massachusetts Institute of Technology,MIT,77 MASSACHUSETTS AVE,CAMBRIDGE,MA,021394307,2,"Private nonprofit, 4-year or above",6964.0,4412.0,11376.0,8,7,0,3,"Massachusetts Institute of Technology, 77 MASSACHUSETTS AVE, CAMBRIDGE, MA 021394307","[42.360091, -71.09416]",42.360091,-71.09416
3204,Massachusetts Maritime Academy,massachusetts maritime academy,101 ACADEMY DR,BUZZARDS BAY,MA,025321803,1,"Public, 4-year or above",1520.0,231.0,1751.0,1,0,0,0,"Massachusetts Maritime Academy, 101 ACADEMY DR, BUZZARDS BAY, MA 025321803","[41.7401719, -70.6239579]",41.7401719,-70.6239579
3205,University of Massachusetts Medical School Worcester,University of Massachusetts Medical School - Worcester,55 Lake Avenue North,Worcester,MA,016550002,1,"Public, 4-year or above",451.0,657.0,1108.0,0,4,0,0,"University of Massachusetts Medical School Worcester, 55 Lake Avenue North, Worcester, MA 016550002","[42.2772479, -71.76107139999999]",42.2772479,-71.7610714
3209,Massasoit Community College,MASSASOIT COMMUNITY COLLEGE CANTON,900 RANDOLPH ST,CANTON,MA,02021,4,"Public, 2-year",3287.0,4184.0,7471.0,0,0,0,1,"Massasoit Community College, 900 RANDOLPH ST, CANTON, MA 02021","[42.184123, -71.10134699999999]",42.184123,-71.101347
3214,Middlesex Community College,Lowell Campus,33 Kearney Square,Lowell,MA,01852,4,"Public, 2-year",3584.0,5033.0,8617.0,0,0,1,0,"Middlesex Community College, 33 Kearney Square, Lowell, MA 01852","[42.6445659, -71.3067492]",42.6445659,-71.3067492
3215,Montserrat College of Art,Main Campus,23 ESSEX ST,BEVERLY,MA,019154508,2,"Private nonprofit, 4-year or above",98.0,279.0,377.0,0,0,0,1,"Montserrat College of Art, 23 ESSEX ST, BEVERLY, MA 019154508","[42.5501402, -70.8760643]",42.5501402,-70.8760643
3216,Mount Holyoke College,Main Campus,50 College Street,SOUTH HADLEY,MA,01075,2,"Private nonprofit, 4-year or above",15.0,2312.0,2327.0,5,0,0,0,"Mount Holyoke College, 50 College Street, SOUTH HADLEY, MA 01075","[42.2532535, -72.5761394]",42.2532535,-72.5761394
3217,Mount Ida College,Main Campus,777 DEDHAM ST,NEWTON,MA,02459,2,"Private nonprofit, 4-year or above",428.0,966.0,1394.0,1,0,0,0,"Mount Ida College, 777 DEDHAM ST, NEWTON, MA 02459","[42.294262, -71.193448]",42.294262,-71.193448
3223,The New England Conservatory of Music,New England Conservatory of Music,290 HUNTINGTON AVE,BOSTON,MA,02115,2,"Private nonprofit, 4-year or above",445.0,374.0,819.0,0,0,1,3,"The New England Conservatory of Music, 290 HUNTINGTON AVE, BOSTON, MA 02115","[42.3408699, -71.08643529999999]",42.3408699,-71.0864353
3230,Nichols College,Main Campus,CENTER RD,DUDLEY,MA,015715000,2,"Private nonprofit, 4-year or above",863.0,617.0,1480.0,5,3,0,3,"Nichols College, CENTER RD, DUDLEY, MA 015715000","[42.0465278, -71.9295592]",42.0465278,-71.9295592
3231,Massachusetts College of Liberal Arts,Main Campus,375 Church Street,North Adams,MA,012474100,1,"Public, 4-year or above",614.0,1030.0,1644.0,2,2,0,2,"Massachusetts College of Liberal Arts, 375 Church Street, North Adams, MA 012474100","[42.691554, -73.1033372]",42.691554,-73.1033372
3233,North Shore Community College,Danvers Campus,1 Ferncroft Rd,Danvers,MA,019230840,4,"Public, 2-year",2454.0,3861.0,6315.0,0,0,0,1,"North Shore Community College, 1 Ferncroft Rd, Danvers, MA 019230840","[42.5902655, -70.9678721]",42.5902655,-70.9678721
3237,Northeastern University,Main Campus,360 HUNTINGTON AVE,BOSTON,MA,02115,2,"Private nonprofit, 4-year or above",10460.0,9921.0,20381.0,11,4,2,2,"Northeastern University, 360 HUNTINGTON AVE, BOSTON, MA 02115","[42.3398067, -71.0891717]",42.3398067,-71.0891717
3243,College of Our Lady of the Elms,College of Our Lady of the Elms,291 SPRINGFIELD ST,CHICOPEE,MA,010132839,2,"Private nonprofit, 4-year or above",384.0,1220.0,1604.0,1,0,0,0,"College of Our Lady of the Elms, 291 SPRINGFIELD ST, CHICOPEE, MA 010132839","[42.1422257, -72.6016769]",42.1422257,-72.6016769
3250,Pine Manor College,Pine Manor College,400 HEATH ST,CHESTNUT HILL,MA,02467,2,"Private nonprofit, 4-year or above",232.0,258.0,490.0,3,0,0,3,"Pine Manor College, 400 HEATH ST, CHESTNUT HILL, MA 02467","[42.3199094, -71.157477]",42.3199094,-71.157477
3256,Regis College,Regis College,235 WELLESLEY ST,WESTON,MA,024931571,2,"Private nonprofit, 4-year or above",333.0,1514.0,1847.0,1,0,0,0,"Regis College, 235 WELLESLEY ST, WESTON, MA 024931571","[42.3502721, -71.3076196]",42.3502721,-71.3076196
3259,Salem State University,Salem State University,352 LAFAYETTE ST,SALEM,MA,01970,1,"Public, 4-year or above",3227.0,5774.0,9001.0,5,2,0,2,"Salem State University, 352 LAFAYETTE ST, SALEM, MA 01970","[42.503103, -70.890682]",42.503103,-70.890682
3261,Simmons College,Main Campus,300 THE FENWAY,BOSTON,MA,021155898,2,"Private nonprofit, 4-year or above",523.0,5588.0,6111.0,2,0,0,0,"Simmons College, 300 THE FENWAY, BOSTON, MA 021155898","[42.3393661, -71.0999358]",42.3393661,-71.0999358
3262,Bard College at Simon's Rock,Main Campus,84 ALFORD RD,GREAT BARRINGTON,MA,012309702,2,"Private nonprofit, 4-year or above",147.0,225.0,372.0,2,1,0,0,"Bard College at Simon's Rock, 84 ALFORD RD, GREAT BARRINGTON, MA 012309702","[42.207976, -73.378238]",42.207976,-73.378238
3263,Smith College,Main Campus,ELM ST,NORTHAMPTON,MA,01063,2,"Private nonprofit, 4-year or above",61.0,2835.0,2896.0,5,2,0,0,"Smith College, ELM ST, NORTHAMPTON, MA 01063","[42.31809570000001, -72.6372341]",42.3180957,-72.6372341
3265,Springfield College,Main Campus,263 ALDEN ST,SPRINGFIELD,MA,011093797,2,"Private nonprofit, 4-year or above",1362.0,1782.0,3144.0,4,3,0,0,"Springfield College, 263 ALDEN ST, SPRINGFIELD, MA 011093797","[42.1022292, -72.5565631]",42.1022292,-72.5565631
3272,Springfield College,"SHS Wilmington, DE","1007 Orange St.,  Suite 500",Wilmington,DE,19801,2,"Private nonprofit, 4-year or above",1362.0,1782.0,3144.0,0,0,4,7,"Springfield College, 1007 Orange St.,  Suite 500, Wilmington, DE 19801","[39.7466196, -75.5490043]",39.7466196,-75.5490043
3275,Springfield Technical Community College,Main Campus,1 ARMORY SQ,SPRINGFIELD,MA,011051296,4,"Public, 2-year",2390.0,3232.0,5622.0,0,1,0,0,"Springfield Technical Community College, 1 ARMORY SQ, SPRINGFIELD, MA 011051296","[42.1087846, -72.5785823]",42.1087846,-72.5785823
3276,University of Massachusetts-Dartmouth,Main Campus,285 OLD WESTPORT RD,NORTH DARTMOUTH,MA,027472300,1,"Public, 4-year or above",4337.0,4310.0,8647.0,10,6,0,3,"University of Massachusetts-Dartmouth, 285 OLD WESTPORT RD, NORTH DARTMOUTH, MA 027472300","[41.6292932, -71.0061561]",41.6292932,-71.0061561
3280,Stonehill College,Main Campus,320 WASHINGTON ST,EASTON,MA,023577180,2,"Private nonprofit, 4-year or above",998.0,1483.0,2481.0,3,6,0,1,"Stonehill College, 320 WASHINGTON ST, EASTON, MA 023577180","[42.0590153, -71.0806276]",42.0590153,-71.0806276
3281,Suffolk University,Main Campus,8 ASHBURTON PL BEACON HILL,BOSTON,MA,02108,2,"Private nonprofit, 4-year or above",3308.0,4153.0,7461.0,2,0,2,1,"Suffolk University, 8 ASHBURTON PL BEACON HILL, BOSTON, MA 02108","[42.3585205, -71.0613561]",42.3585205,-71.0613561
3284,Tufts University,Medford/Somerville Campus,419 Boston Avenue,Medford,MA,021555555,2,"Private nonprofit, 4-year or above",5126.0,6363.0,11489.0,6,14,1,2,"Tufts University, 419 Boston Avenue, Medford, MA 021555555","[42.4074843, -71.1190232]",42.4074843,-71.1190232
3285,Tufts University,Boston Campus,136 Harrison Avenue,Boston,MA,02111,2,"Private nonprofit, 4-year or above",5126.0,6363.0,11489.0,1,6,2,4,"Tufts University, 136 Harrison Avenue, Boston, MA 02111","[42.3500608, -71.06226339999999]",42.3500608,-71.0622634
3289,Wellesley College,Main Campus,106 CENTRAL ST,WELLESLEY,MA,024818203,2,"Private nonprofit, 4-year or above",56.0,2426.0,2482.0,11,0,0,0,"Wellesley College, 106 CENTRAL ST, WELLESLEY, MA 024818203","[42.2935733, -71.3059277]",42.2935733,-71.3059277
3291,Western New England University,Main Campus,1215 WILBRAHAM RD,SPRINGFIELD,MA,011192684,2,"Private nonprofit, 4-year or above",2146.0,1664.0,3810.0,5,0,0,0,"Western New England University, 1215 WILBRAHAM RD, SPRINGFIELD, MA 011192684","[42.1149784, -72.5186855]",42.1149784,-72.5186855
3293,Wheaton College,Main Campus,26 E MAIN ST,NORTON,MA,02766,2,"Private nonprofit, 4-year or above",627.0,1024.0,1651.0,9,8,0,2,"Wheaton College, 26 E MAIN ST, NORTON, MA 02766","[41.9680101, -71.18519429999999]",41.9680101,-71.1851943
