,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long,Assault,Robbery,Fondling,Rape,AGG_A16_hover_text,ROBBE16_hover_text,FONDL16_hover_text,RAPE16_hover_text
6899,The University of Texas Rio Grande Valley,University of Texas Rio Grande Valley,1201 W. University Dr.,Edinburg,TX,785392999,1,"Public, 4-year or above",11943.0,15617.0,27560.0,3,1,0,0,"1201 W. University Dr., Edinburg, TX, 785392999","[26.3074321, -98.1745751]",26.3074321,-98.1745751,0.0,0.0,0.0,0.1,"The University of Texas Rio Grande Valley<br>Edinburg, TX<br>Crime Count: 0<br>Enrollment: 27560<br>Rate per 1000 students: 0.0","The University of Texas Rio Grande Valley<br>Edinburg, TX<br>Crime Count: 0<br>Enrollment: 27560<br>Rate per 1000 students: 0.0","The University of Texas Rio Grande Valley<br>Edinburg, TX<br>Crime Count: 1<br>Enrollment: 27560<br>Rate per 1000 students: 0.0","The University of Texas Rio Grande Valley<br>Edinburg, TX<br>Crime Count: 3<br>Enrollment: 27560<br>Rate per 1000 students: 0.1"
6900,The University of Texas Rio Grande Valley,Brownsville Campus,One West University Blvd.,Brownsville,TX,78520,1,"Public, 4-year or above",11943.0,15617.0,27560.0,1,1,0,0,"One West University Blvd., Brownsville, TX, 78520","[25.8932319, -97.487714]",25.8932319,-97.487714,0.0,0.0,0.0,0.0,"The University of Texas Rio Grande Valley<br>Brownsville, TX<br>Crime Count: 0<br>Enrollment: 27560<br>Rate per 1000 students: 0.0","The University of Texas Rio Grande Valley<br>Brownsville, TX<br>Crime Count: 0<br>Enrollment: 27560<br>Rate per 1000 students: 0.0","The University of Texas Rio Grande Valley<br>Brownsville, TX<br>Crime Count: 1<br>Enrollment: 27560<br>Rate per 1000 students: 0.0","The University of Texas Rio Grande Valley<br>Brownsville, TX<br>Crime Count: 1<br>Enrollment: 27560<br>Rate per 1000 students: 0.0"
6912,Prairie View A & M University,Main Campus,Reda Bland Evans and Ann Preston St.,PRAIRIE VIEW,TX,77446,1,"Public, 4-year or above",3459.0,5323.0,8782.0,3,0,4,6,"Reda Bland Evans and Ann Preston St., PRAIRIE VIEW, TX, 77446","[30.09635549999999, -95.9920898]",30.0963555,-95.9920898,0.7,0.5,0.0,0.3,"Prairie View A & M University<br>Prairie View, TX<br>Crime Count: 6<br>Enrollment: 8782<br>Rate per 1000 students: 0.7","Prairie View A & M University<br>Prairie View, TX<br>Crime Count: 4<br>Enrollment: 8782<br>Rate per 1000 students: 0.5","Prairie View A & M University<br>Prairie View, TX<br>Crime Count: 0<br>Enrollment: 8782<br>Rate per 1000 students: 0.0","Prairie View A & M University<br>Prairie View, TX<br>Crime Count: 3<br>Enrollment: 8782<br>Rate per 1000 students: 0.3"
6915,Ranger College,Ranger College,1100 COLLEGE CIR,RANGER,TX,76470,4,"Public, 2-year",1017.0,1241.0,2258.0,1,0,0,0,"1100 COLLEGE CIR, RANGER, TX, 76470","[32.458544, -98.6824369]",32.458544,-98.6824369,0.0,0.0,0.0,0.4,"Ranger College<br>Ranger, TX<br>Crime Count: 0<br>Enrollment: 2258<br>Rate per 1000 students: 0.0","Ranger College<br>Ranger, TX<br>Crime Count: 0<br>Enrollment: 2258<br>Rate per 1000 students: 0.0","Ranger College<br>Ranger, TX<br>Crime Count: 0<br>Enrollment: 2258<br>Rate per 1000 students: 0.0","Ranger College<br>Ranger, TX<br>Crime Count: 1<br>Enrollment: 2258<br>Rate per 1000 students: 0.4"
6917,Rice University,Main Campus,6100 S MAIN,HOUSTON,TX,77005,2,"Private nonprofit, 4-year or above",3952.0,2903.0,6855.0,18,7,3,1,"6100 S MAIN, HOUSTON, TX, 77005","[29.7205554, -95.3962942]",29.7205554,-95.3962942,0.1,0.4,1.0,2.6,"Rice University<br>Houston, TX<br>Crime Count: 1<br>Enrollment: 6855<br>Rate per 1000 students: 0.1","Rice University<br>Houston, TX<br>Crime Count: 3<br>Enrollment: 6855<br>Rate per 1000 students: 0.4","Rice University<br>Houston, TX<br>Crime Count: 7<br>Enrollment: 6855<br>Rate per 1000 students: 1.0","Rice University<br>Houston, TX<br>Crime Count: 18<br>Enrollment: 6855<br>Rate per 1000 students: 2.6"
6929,Sam Houston State University,Main Campus,1803 Ave I,HUNTSVILLE,TX,77340,1,"Public, 4-year or above",7685.0,12792.0,20477.0,7,0,2,1,"1803 Ave I, HUNTSVILLE, TX, 77340","[30.7150603, -95.547209]",30.7150603,-95.547209,0.0,0.1,0.0,0.3,"Sam Houston State University<br>Huntsville, TX<br>Crime Count: 1<br>Enrollment: 20477<br>Rate per 1000 students: 0.0","Sam Houston State University<br>Huntsville, TX<br>Crime Count: 2<br>Enrollment: 20477<br>Rate per 1000 students: 0.1","Sam Houston State University<br>Huntsville, TX<br>Crime Count: 0<br>Enrollment: 20477<br>Rate per 1000 students: 0.0","Sam Houston State University<br>Huntsville, TX<br>Crime Count: 7<br>Enrollment: 20477<br>Rate per 1000 students: 0.3"
6931,San Antonio College,Main Campus,1819 N. Main Ave.,SAN ANTONIO,TX,782124299,4,"Public, 2-year",7902.0,11126.0,19028.0,0,0,1,0,"1819 N. Main Ave., SAN ANTONIO, TX, 782124299","[29.446366, -98.4942787]",29.446366,-98.4942787,0.0,0.1,0.0,0.0,"San Antonio College<br>San Antonio, TX<br>Crime Count: 0<br>Enrollment: 19028<br>Rate per 1000 students: 0.0","San Antonio College<br>San Antonio, TX<br>Crime Count: 1<br>Enrollment: 19028<br>Rate per 1000 students: 0.1","San Antonio College<br>San Antonio, TX<br>Crime Count: 0<br>Enrollment: 19028<br>Rate per 1000 students: 0.0","San Antonio College<br>San Antonio, TX<br>Crime Count: 0<br>Enrollment: 19028<br>Rate per 1000 students: 0.0"
6938,St Mary's University,Main Campus,ONE CAMINO SANTA MARIA,SAN ANTONIO,TX,782288572,2,"Private nonprofit, 4-year or above",1718.0,1849.0,3567.0,7,1,2,2,"ONE CAMINO SANTA MARIA, SAN ANTONIO, TX, 782288572","[29.4517317, -98.56403259999999]",29.4517317,-98.5640326,0.6,0.6,0.3,2.0,"St Mary's University<br>San Antonio, TX<br>Crime Count: 2<br>Enrollment: 3567<br>Rate per 1000 students: 0.6","St Mary's University<br>San Antonio, TX<br>Crime Count: 2<br>Enrollment: 3567<br>Rate per 1000 students: 0.6","St Mary's University<br>San Antonio, TX<br>Crime Count: 1<br>Enrollment: 3567<br>Rate per 1000 students: 0.3","St Mary's University<br>San Antonio, TX<br>Crime Count: 7<br>Enrollment: 3567<br>Rate per 1000 students: 2.0"
6939,South Plains College,Main Campus,1401 S. COLLEGE AVE,LEVELLAND,TX,793366595,4,"Public, 2-year",4194.0,5284.0,9478.0,1,0,0,1,"1401 S. COLLEGE AVE, LEVELLAND, TX, 793366595","[33.57578549999999, -102.362843]",33.5757855,-102.362843,0.1,0.0,0.0,0.1,"South Plains College<br>Levelland, TX<br>Crime Count: 1<br>Enrollment: 9478<br>Rate per 1000 students: 0.1","South Plains College<br>Levelland, TX<br>Crime Count: 0<br>Enrollment: 9478<br>Rate per 1000 students: 0.0","South Plains College<br>Levelland, TX<br>Crime Count: 0<br>Enrollment: 9478<br>Rate per 1000 students: 0.0","South Plains College<br>Levelland, TX<br>Crime Count: 1<br>Enrollment: 9478<br>Rate per 1000 students: 0.1"
6947,Southern Methodist University,Main Campus,6425 BOAZ ST,DALLAS,TX,752750221,2,"Private nonprofit, 4-year or above",6082.0,5657.0,11739.0,11,3,2,2,"6425 BOAZ ST, DALLAS, TX, 752750221","[32.8449511, -96.78593339999999]",32.8449511,-96.7859334,0.2,0.2,0.3,0.9,"Southern Methodist University<br>Dallas, TX<br>Crime Count: 2<br>Enrollment: 11739<br>Rate per 1000 students: 0.2","Southern Methodist University<br>Dallas, TX<br>Crime Count: 2<br>Enrollment: 11739<br>Rate per 1000 students: 0.2","Southern Methodist University<br>Dallas, TX<br>Crime Count: 3<br>Enrollment: 11739<br>Rate per 1000 students: 0.3","Southern Methodist University<br>Dallas, TX<br>Crime Count: 11<br>Enrollment: 11739<br>Rate per 1000 students: 0.9"
6956,Southwestern Assemblies of God University,SAGU,1200 SYCAMORE,WAXAHACHIE,TX,75165,2,"Private nonprofit, 4-year or above",1012.0,1068.0,2080.0,1,0,0,0,"1200 SYCAMORE, WAXAHACHIE, TX, 75165","[32.4043806, -96.852237]",32.4043806,-96.852237,0.0,0.0,0.0,0.5,"Southwestern Assemblies of God University<br>Waxahachie, TX<br>Crime Count: 0<br>Enrollment: 2080<br>Rate per 1000 students: 0.0","Southwestern Assemblies of God University<br>Waxahachie, TX<br>Crime Count: 0<br>Enrollment: 2080<br>Rate per 1000 students: 0.0","Southwestern Assemblies of God University<br>Waxahachie, TX<br>Crime Count: 0<br>Enrollment: 2080<br>Rate per 1000 students: 0.0","Southwestern Assemblies of God University<br>Waxahachie, TX<br>Crime Count: 1<br>Enrollment: 2080<br>Rate per 1000 students: 0.5"
6958,Southwestern University,Main Campus,1001 UNIVERSITY AVE,GEORGETOWN,TX,78626,2,"Private nonprofit, 4-year or above",633.0,856.0,1489.0,0,2,0,0,"1001 UNIVERSITY AVE, GEORGETOWN, TX, 78626","[30.6338906, -97.66748539999999]",30.6338906,-97.6674854,0.0,0.0,1.3,0.0,"Southwestern University<br>Georgetown, TX<br>Crime Count: 0<br>Enrollment: 1489<br>Rate per 1000 students: 0.0","Southwestern University<br>Georgetown, TX<br>Crime Count: 0<br>Enrollment: 1489<br>Rate per 1000 students: 0.0","Southwestern University<br>Georgetown, TX<br>Crime Count: 2<br>Enrollment: 1489<br>Rate per 1000 students: 1.3","Southwestern University<br>Georgetown, TX<br>Crime Count: 0<br>Enrollment: 1489<br>Rate per 1000 students: 0.0"
6959,Stephen F Austin State University,Main Campus,1936 North St.,Nacogdoches,TX,75962,1,"Public, 4-year or above",4525.0,8217.0,12742.0,4,0,0,0,"1936 North St., Nacogdoches, TX, 75962","[31.6205797, -94.6465302]",31.6205797,-94.6465302,0.0,0.0,0.0,0.3,"Stephen F Austin State University<br>Nacogdoches, TX<br>Crime Count: 0<br>Enrollment: 12742<br>Rate per 1000 students: 0.0","Stephen F Austin State University<br>Nacogdoches, TX<br>Crime Count: 0<br>Enrollment: 12742<br>Rate per 1000 students: 0.0","Stephen F Austin State University<br>Nacogdoches, TX<br>Crime Count: 0<br>Enrollment: 12742<br>Rate per 1000 students: 0.0","Stephen F Austin State University<br>Nacogdoches, TX<br>Crime Count: 4<br>Enrollment: 12742<br>Rate per 1000 students: 0.3"
6960,Texas State University,Main Campus,601 UNIVERSITY DR,SAN MARCOS,TX,786664684,1,"Public, 4-year or above",16323.0,22485.0,38808.0,6,0,0,0,"601 UNIVERSITY DR, SAN MARCOS, TX, 786664684","[29.8888838, -97.9430682]",29.8888838,-97.9430682,0.0,0.0,0.0,0.2,"Texas State University<br>San Marcos, TX<br>Crime Count: 0<br>Enrollment: 38808<br>Rate per 1000 students: 0.0","Texas State University<br>San Marcos, TX<br>Crime Count: 0<br>Enrollment: 38808<br>Rate per 1000 students: 0.0","Texas State University<br>San Marcos, TX<br>Crime Count: 0<br>Enrollment: 38808<br>Rate per 1000 students: 0.0","Texas State University<br>San Marcos, TX<br>Crime Count: 6<br>Enrollment: 38808<br>Rate per 1000 students: 0.2"
6964,Sul Ross State University,Main Campus,400 North Harrison,ALPINE,TX,79832,1,"Public, 4-year or above",1196.0,1748.0,2944.0,3,0,0,1,"400 North Harrison, ALPINE, TX, 79832","[30.3639068, -103.6474264]",30.3639068,-103.6474264,0.3,0.0,0.0,1.0,"Sul Ross State University<br>Alpine, TX<br>Crime Count: 1<br>Enrollment: 2944<br>Rate per 1000 students: 0.3","Sul Ross State University<br>Alpine, TX<br>Crime Count: 0<br>Enrollment: 2944<br>Rate per 1000 students: 0.0","Sul Ross State University<br>Alpine, TX<br>Crime Count: 0<br>Enrollment: 2944<br>Rate per 1000 students: 0.0","Sul Ross State University<br>Alpine, TX<br>Crime Count: 3<br>Enrollment: 2944<br>Rate per 1000 students: 1.0"
6969,Tarleton State University,Main Campus,1333 W. Washington,STEPHENVILLE,TX,764020000,1,"Public, 4-year or above",4996.0,8053.0,13049.0,6,2,0,1,"1333 W. Washington, STEPHENVILLE, TX, 764020000","[32.21501, -98.2147778]",32.21501,-98.2147778,0.1,0.0,0.2,0.5,"Tarleton State University<br>Stephenville, TX<br>Crime Count: 1<br>Enrollment: 13049<br>Rate per 1000 students: 0.1","Tarleton State University<br>Stephenville, TX<br>Crime Count: 0<br>Enrollment: 13049<br>Rate per 1000 students: 0.0","Tarleton State University<br>Stephenville, TX<br>Crime Count: 2<br>Enrollment: 13049<br>Rate per 1000 students: 0.2","Tarleton State University<br>Stephenville, TX<br>Crime Count: 6<br>Enrollment: 13049<br>Rate per 1000 students: 0.5"
6973,Tarrant County College District,South Campus,5301 Campus Drive,Fort Worth,TX,761195998,4,"Public, 2-year",21766.0,29584.0,51350.0,0,1,0,2,"5301 Campus Drive, Fort Worth, TX, 761195998","[32.6664573, -97.28858919999999]",32.6664573,-97.2885892,0.0,0.0,0.0,0.0,"Tarrant County College District<br>Fort Worth, TX<br>Crime Count: 2<br>Enrollment: 51350<br>Rate per 1000 students: 0.0","Tarrant County College District<br>Fort Worth, TX<br>Crime Count: 0<br>Enrollment: 51350<br>Rate per 1000 students: 0.0","Tarrant County College District<br>Fort Worth, TX<br>Crime Count: 1<br>Enrollment: 51350<br>Rate per 1000 students: 0.0","Tarrant County College District<br>Fort Worth, TX<br>Crime Count: 0<br>Enrollment: 51350<br>Rate per 1000 students: 0.0"
6978,Tarrant County College District,Trinity River Campus,300 Trinity Campus Circle,Fort Worth,TX,761021901,4,"Public, 2-year",21766.0,29584.0,51350.0,1,0,0,0,"300 Trinity Campus Circle, Fort Worth, TX, 761021901","[32.7571203, -97.337848]",32.7571203,-97.337848,0.0,0.0,0.0,0.0,"Tarrant County College District<br>Fort Worth, TX<br>Crime Count: 0<br>Enrollment: 51350<br>Rate per 1000 students: 0.0","Tarrant County College District<br>Fort Worth, TX<br>Crime Count: 0<br>Enrollment: 51350<br>Rate per 1000 students: 0.0","Tarrant County College District<br>Fort Worth, TX<br>Crime Count: 0<br>Enrollment: 51350<br>Rate per 1000 students: 0.0","Tarrant County College District<br>Fort Worth, TX<br>Crime Count: 1<br>Enrollment: 51350<br>Rate per 1000 students: 0.0"
6983,The University of Texas Health Science Center at San Antonio,Greehey Campus,8403 Floyd Curl Dr,San Antonio,TX,78229,1,"Public, 4-year or above",1297.0,1953.0,3250.0,0,1,0,0,"8403 Floyd Curl Dr, San Antonio, TX, 78229","[29.513381, -98.584801]",29.513381,-98.584801,0.0,0.0,0.3,0.0,"The University of Texas Health Science Center at San Antonio<br>San Antonio, TX<br>Crime Count: 0<br>Enrollment: 3250<br>Rate per 1000 students: 0.0","The University of Texas Health Science Center at San Antonio<br>San Antonio, TX<br>Crime Count: 0<br>Enrollment: 3250<br>Rate per 1000 students: 0.0","The University of Texas Health Science Center at San Antonio<br>San Antonio, TX<br>Crime Count: 1<br>Enrollment: 3250<br>Rate per 1000 students: 0.3","The University of Texas Health Science Center at San Antonio<br>San Antonio, TX<br>Crime Count: 0<br>Enrollment: 3250<br>Rate per 1000 students: 0.0"
6986,The University of Texas Medical Branch,The University of Texas Medical Branch at Galveston,301 UNIVERSITY BLVD.,GALVESTON,TX,77555,1,"Public, 4-year or above",1033.0,2244.0,3277.0,1,4,0,1,"301 UNIVERSITY BLVD., GALVESTON, TX, 77555","[29.3111672, -94.77576409999999]",29.3111672,-94.7757641,0.3,0.0,1.2,0.3,"The University of Texas Medical Branch<br>Galveston, TX<br>Crime Count: 1<br>Enrollment: 3277<br>Rate per 1000 students: 0.3","The University of Texas Medical Branch<br>Galveston, TX<br>Crime Count: 0<br>Enrollment: 3277<br>Rate per 1000 students: 0.0","The University of Texas Medical Branch<br>Galveston, TX<br>Crime Count: 4<br>Enrollment: 3277<br>Rate per 1000 students: 1.2","The University of Texas Medical Branch<br>Galveston, TX<br>Crime Count: 1<br>Enrollment: 3277<br>Rate per 1000 students: 0.3"
6988,Texas A & M University-Kingsville,Texas A&M University Kingsville,700 UNIVERSITY BLVD,KINGSVILLE,TX,78363,1,"Public, 4-year or above",5082.0,4196.0,9278.0,4,1,1,2,"700 UNIVERSITY BLVD, KINGSVILLE, TX, 78363","[27.5260545, -97.87900549999999]",27.5260545,-97.8790055,0.2,0.1,0.1,0.4,"Texas A & M University-Kingsville<br>Kingsville, TX<br>Crime Count: 2<br>Enrollment: 9278<br>Rate per 1000 students: 0.2","Texas A & M University-Kingsville<br>Kingsville, TX<br>Crime Count: 1<br>Enrollment: 9278<br>Rate per 1000 students: 0.1","Texas A & M University-Kingsville<br>Kingsville, TX<br>Crime Count: 1<br>Enrollment: 9278<br>Rate per 1000 students: 0.1","Texas A & M University-Kingsville<br>Kingsville, TX<br>Crime Count: 4<br>Enrollment: 9278<br>Rate per 1000 students: 0.4"
6992,Texas A & M University-College Station,Texas A&M University,Main Campus,COLLEGE STATION,TX,77843,1,"Public, 4-year or above",34333.0,31299.0,65632.0,30,10,3,11,"Main Campus, COLLEGE STATION, TX, 77843","[30.618531, -96.33649899999999]",30.618531,-96.336499,0.2,0.0,0.2,0.5,"Texas A & M University-College Station<br>College Station, TX<br>Crime Count: 11<br>Enrollment: 65632<br>Rate per 1000 students: 0.2","Texas A & M University-College Station<br>College Station, TX<br>Crime Count: 3<br>Enrollment: 65632<br>Rate per 1000 students: 0.0","Texas A & M University-College Station<br>College Station, TX<br>Crime Count: 10<br>Enrollment: 65632<br>Rate per 1000 students: 0.2","Texas A & M University-College Station<br>College Station, TX<br>Crime Count: 30<br>Enrollment: 65632<br>Rate per 1000 students: 0.5"
6994,Texas A & M University-College Station,Mitchell Campus,200 SEAWOLF PARKWAY,GALVESTON,TX,775531675,1,"Public, 4-year or above",34333.0,31299.0,65632.0,2,0,0,0,"200 SEAWOLF PARKWAY, GALVESTON, TX, 775531675","[29.315514, -94.8183176]",29.315514,-94.8183176,0.0,0.0,0.0,0.0,"Texas A & M University-College Station<br>Galveston, TX<br>Crime Count: 0<br>Enrollment: 65632<br>Rate per 1000 students: 0.0","Texas A & M University-College Station<br>Galveston, TX<br>Crime Count: 0<br>Enrollment: 65632<br>Rate per 1000 students: 0.0","Texas A & M University-College Station<br>Galveston, TX<br>Crime Count: 0<br>Enrollment: 65632<br>Rate per 1000 students: 0.0","Texas A & M University-College Station<br>Galveston, TX<br>Crime Count: 2<br>Enrollment: 65632<br>Rate per 1000 students: 0.0"
7002,Texas A & M University-College Station,Texas A & M Health Science Center-Houston,2121 West Holcombe Blvd,Houston,TX,770303303,1,"Public, 4-year or above",34333.0,31299.0,65632.0,2,0,0,3,"2121 West Holcombe Blvd, Houston, TX, 770303303","[29.705815, -95.4071677]",29.705815,-95.4071677,0.0,0.0,0.0,0.0,"Texas A & M University-College Station<br>Houston, TX<br>Crime Count: 3<br>Enrollment: 65632<br>Rate per 1000 students: 0.0","Texas A & M University-College Station<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 65632<br>Rate per 1000 students: 0.0","Texas A & M University-College Station<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 65632<br>Rate per 1000 students: 0.0","Texas A & M University-College Station<br>Houston, TX<br>Crime Count: 2<br>Enrollment: 65632<br>Rate per 1000 students: 0.0"
7006,The University of Texas at Arlington,Main Campus,701 S NEDDERMAN DR,ARLINGTON,TX,76019,1,"Public, 4-year or above",17503.0,27779.0,45282.0,4,3,4,2,"701 S NEDDERMAN DR, ARLINGTON, TX, 76019","[32.7292117, -97.11519709999999]",32.7292117,-97.1151971,0.0,0.1,0.1,0.1,"The University of Texas at Arlington<br>Arlington, TX<br>Crime Count: 2<br>Enrollment: 45282<br>Rate per 1000 students: 0.0","The University of Texas at Arlington<br>Arlington, TX<br>Crime Count: 4<br>Enrollment: 45282<br>Rate per 1000 students: 0.1","The University of Texas at Arlington<br>Arlington, TX<br>Crime Count: 3<br>Enrollment: 45282<br>Rate per 1000 students: 0.1","The University of Texas at Arlington<br>Arlington, TX<br>Crime Count: 4<br>Enrollment: 45282<br>Rate per 1000 students: 0.1"
7009,The University of Texas at Austin,The University of Texas at Austin,Main Building Suite 400,Austin,TX,78712,1,"Public, 4-year or above",24904.0,26427.0,51331.0,16,2,4,8,"Main Building Suite 400, Austin, TX, 78712","[30.2861062, -97.7393634]",30.2861062,-97.7393634,0.2,0.1,0.0,0.3,"The University of Texas at Austin<br>Austin, TX<br>Crime Count: 8<br>Enrollment: 51331<br>Rate per 1000 students: 0.2","The University of Texas at Austin<br>Austin, TX<br>Crime Count: 4<br>Enrollment: 51331<br>Rate per 1000 students: 0.1","The University of Texas at Austin<br>Austin, TX<br>Crime Count: 2<br>Enrollment: 51331<br>Rate per 1000 students: 0.0","The University of Texas at Austin<br>Austin, TX<br>Crime Count: 16<br>Enrollment: 51331<br>Rate per 1000 students: 0.3"
7015,The University of Texas at Austin,Semester in Los Angeles,100 E. Tujunga Ave. Suite 200,Burbank,CA,91502,1,"Public, 4-year or above",24904.0,26427.0,51331.0,0,0,0,1,"100 E. Tujunga Ave. Suite 200, Burbank, CA, 91502","[34.1781621, -118.3073814]",34.1781621,-118.3073814,0.0,0.0,0.0,0.0,"The University of Texas at Austin<br>Burbank, CA<br>Crime Count: 1<br>Enrollment: 51331<br>Rate per 1000 students: 0.0","The University of Texas at Austin<br>Burbank, CA<br>Crime Count: 0<br>Enrollment: 51331<br>Rate per 1000 students: 0.0","The University of Texas at Austin<br>Burbank, CA<br>Crime Count: 0<br>Enrollment: 51331<br>Rate per 1000 students: 0.0","The University of Texas at Austin<br>Burbank, CA<br>Crime Count: 0<br>Enrollment: 51331<br>Rate per 1000 students: 0.0"
